Model,Params,Epoch,TrainLoss,ValLoss,P,R,Acc,F1,FPR,FNR
LSTM_Base,2784257,42,0.0004363911057225778,0,0.9655913978494624,0.9727638502011761,0.969437652811736,0.9691643539932162,0.03380621792936915,0.027236149798823894
LSTM_Base,2784257,43,0.00042979185806101526,0,0.9650092081031307,0.9730733519034355,0.9692848410757946,0.9690245030050856,0.034409900392393604,0.02692664809656453
LSTM_Base,2784257,44,0.0004229196226963093,0,0.9647022713321056,0.9727638502011761,0.968979217603912,0.9687162891046386,0.03471174162390583,0.027236149798823894
LSTM_Base,2784257,45,0.0004193236640136232,0,0.9670363524337646,0.9715258433921387,0.9695904645476773,0.9692758993361124,0.03229701177180803,0.02847415660786134
LSTM_Base,2784257,46,0.000420251199172456,0,0.9673242909987669,0.9712163416898792,0.9695904645476773,0.9692664092664093,0.031995170540295804,0.028783658310120707
LSTM_Base,2784257,47,0.00041797621934864973,0,0.967622571692877,0.9712163416898792,0.9697432762836186,0.969416126042632,0.03169332930878358,0.028783658310120707
LSTM_Base,2784257,48,0.0004167459451659502,0,0.9673242909987669,0.9712163416898792,0.9695904645476773,0.9692664092664093,0.031995170540295804,0.028783658310120707
LSTM_Base,2784257,49,0.0004159492807677732,0,0.9670261941448383,0.9712163416898792,0.969437652811736,0.9691167387276096,0.03229701177180803,0.028783658310120707
LSTM_Base,2784257,50,0.0004149562445700912,0,0.9670261941448383,0.9712163416898792,0.969437652811736,0.9691167387276096,0.03229701177180803,0.028783658310120707
BiLSTM_Base,3968513,1,0.6734295521791165,0,0.7186678352322524,0.5075827917053544,0.6587713936430318,0.5949573734808634,0.19378207063084818,0.49241720829464564
BiLSTM_Base,3968513,2,0.6117970267167459,0,0.7847667950363714,0.5676261219436707,0.7096577017114915,0.6587643678160919,0.15182613945064896,0.4323738780563293
BiLSTM_Base,3968513,3,0.5226173469653497,0,0.7606256375382523,0.6923553079541938,0.7405256723716381,0.7248865845755023,0.2124962269846061,0.30764469204580625
BiLSTM_Base,3968513,4,0.4572547943546222,0,0.7861576660459342,0.783967811822965,0.7880501222493888,0.7850612118394545,0.20796860851192273,0.21603218817703498
BiLSTM_Base,3968513,5,0.40848336540735686,0,0.8155749226876582,0.8978644382544104,0.8493276283618582,0.8547436652916912,0.1980078478720193,0.1021355617455896
BiLSTM_Base,3968513,6,0.3596917551297408,0,0.8684449833282814,0.8867223769730733,0.8777506112469438,0.877488514548239,0.13099909447630545,0.11327762302692665
BiLSTM_Base,3968513,7,0.27253873417010677,0,0.8655054254711594,0.9380996595481275,0.8974633251833741,0.9003416010693599,0.14216722004225776,0.06190034045187248
BiLSTM_Base,3968513,8,0.21637785635315454,0,0.9425511197663097,0.8987929433611885,0.9229828850855746,0.9201520912547528,0.05342589797766375,0.10120705663881151
BiLSTM_Base,3968513,9,0.33638377459003377,0,0.8456050228310502,0.9170535437944909,0.8763753056234719,0.8798812175204157,0.1632961062481135,0.08294645620550913
BiLSTM_Base,3968513,10,0.29024278171933615,0,0.9045751633986928,0.8567007118539152,0.8846271393643031,0.8799872834207598,0.08813763960156958,0.1432992881460848
BiLSTM_Base,3968513,11,0.3849544229988868,0,0.8859825620389,0.8177034973692355,0.8580378973105135,0.850474810880412,0.10262601871415636,0.18229650263076447
